title,vacancy_type,work_experience,salary,currency,region,salary_min,salary_max,exp_min,exp_max,salary_mean,exp_mean,country
Ведущий программист базы данных,other,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Разработчик RPA (Middle+/Senior),SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Разработчик C#,SE,1–3 года,от 120 000 руб. до вычета налогов,RUB,Чебоксары,0,120000,1,3,90000,2,Россия
Site Reliability Engineer (to Canada/Serbia),other,более 6 лет,от 8 000 USD до вычета налогов,USD,Санкт-Петербург,0,8000,6,6,6000,6,Россия
Ведущий разработчик Power BI/ Senior Power BI Developer,SE,3–6 лет,от 230 000 до 230 000 руб. до вычета налогов,RUB,Москва,230000,230000,3,6,230000,5,Россия
Разработчик C++ в доставку почты (remote),SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
C# Developer,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Middle Perl Developer,SE,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
Аналитик отдела внедрения,DA,3–6 лет,от 180 000 руб. до вычета налогов,RUB,Москва,0,180000,3,6,150000,5,Россия
Java разработчик,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Программист C++,other,3–6 лет,з/п не указана,,Нижний Новгород,0,0,3,6,0,5,Россия
Системный аналитик (Графовая платформа),DA,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Старший разработчик С++ (Middle/ Senior C++),SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
QA Engineer (Senior),other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Архитектор платформы управления данными,other,более 6 лет,з/п не указана,,Москва,0,0,6,6,0,6,Россия
Senior FullStack разработчик [B2B Sales],SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Инженер-программист в Банк,SE,1–3 года,от 100 000 до 120 000 руб. на руки,RUB,Челябинск,100000,120000,1,3,110000,2,Россия
IT-Рекрутер,other,не требуется,з/п не указана,,Санкт-Петербург,0,0,0,0,0,0,Россия
DevOps engineer (Social ID),other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Старший QA-инженер,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Linux system engineer/Cloud engineer,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Инженер-программист (1 категории),SE,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
Менеджер по аналитике,DA,1–3 года,до 175 000 руб. до вычета налогов,RUB,Москва,0,175000,1,3,131250,2,Россия
Разработчик/программист Oracle,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Разработчик СЭД DIRECTUM RX (C#),SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Frontend-разработчик,SE,3–6 лет,до 300 000 руб. до вычета налогов,RUB,Санкт-Петербург,0,300000,3,6,225000,5,Россия
Инженер внедрения (Направление речевых технологий),SE,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
Senior QA engineer (to Serbia/Canada),other,3–6 лет,от 3 000 USD до вычета налогов,USD,Москва,0,3000,3,6,2625,5,Россия
Инженер-программист 1-2 категории С++/Qt,SE,3–6 лет,от 180 000 до 250 000 руб. на руки,RUB,Санкт-Петербург,180000,250000,3,6,215000,5,Россия
Principal Programmer,other,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
"QA Engineer, middle",other,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Тестировщик ПО/QA- Engineer,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Фронтенд разработчик,SE,1–3 года,от 100 000 руб. до вычета налогов,RUB,Краснодар,0,100000,1,3,75000,2,Россия
Инженер Linux,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Технический писатель,other,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Инженер-программист C/C++ (C/C++ Embedded Junior/Middle Developer),SE,1–3 года,з/п не указана,,Новосибирск,0,0,1,3,0,2,Россия
Руководитель отдела разработки ПО,other,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
Специалист службы поддержки с техническими знаниями (Контест),other,не требуется,от 15 000 до 40 000 руб. на руки,RUB,Москва,15000,40000,0,0,27500,0,Россия
Администратор баз данных (DBA) PostgreSQL,other,1–3 года,до 200 000 руб. на руки,RUB,Москва,0,200000,1,3,175000,2,Россия
Риск-технолог отдела кредитных технологий (разработчик стратегии SAS RTDM),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
PHP-разработчик (senior),SE,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
Технический лидер ArangoDB,other,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Frontend-разработчик (angular),SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Web-разработчик (full stack),SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Главный разработчик С++,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Senior Software engineer C++/Старший разработчик С++,SE,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
Senior Automation Engineer (Automation Architect) to Armenia,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
ETL Разработчик-Консультант,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Системный инженер / DevOps,SE,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
Junior Server System Administrator,other,1–3 года,з/п не указана,,Самара,0,0,1,3,0,2,Россия
Senior Full stack Developer,SE,3–6 лет,з/п не указана,,Москва,0,0,3,6,0,5,Россия
Программист компьютерного зрения senior,other,1–3 года,з/п не указана,,Челябинск,0,0,1,3,0,2,Россия
Инженер по тестированию (речевая аналитика),DA,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Пентестер,other,не требуется,з/п не указана,,Казань,0,0,0,0,0,0,Россия
Senior Scoring Risk analyst Mexico,other,более 6 лет,от 4 000 до 4 500 USD до вычета налогов,USD,Москва,4000,4500,6,6,4250,6,Россия
Frontend-разработчик Luxms BI,SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
C++ Developer (Telecom) / Старший инженер-программист (C++),SE,3–6 лет,з/п не указана,,Нижний Новгород,0,0,3,6,0,5,Россия
Специалист службы поддержки с техническими знаниями (Контест),other,не требуется,от 15 000 до 40 000 руб. на руки,RUB,Хабаровск,15000,40000,0,0,27500,0,Россия
Tech Lead (FMS),other,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
C/C++ разработчик,SE,1–3 года,з/п не указана,,Ярославль,0,0,1,3,0,2,Россия
Программист по обеспечению качества ПО,other,1–3 года,от 45 000 до 90 000 руб. на руки,RUB,Владивосток,45000,90000,1,3,67500,2,Россия
Тестировщик/QA Инженер,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Программист-разработчик Java,SE,3–6 лет,з/п не указана,,Санкт-Петербург,0,0,3,6,0,5,Россия
